Gmt time,Open,High,Low,Close,Volume,news_sentiment
01.01.2025 01:00:00.000,90884.6015625,90884.6015625,90261.0546875,90261.0546875,0,0.0
01.01.2025 02:00:00.000,90261.0546875,90692.3515625,90261.0546875,90692.3515625,0,0.0
01.01.2025 03:00:00.000,90626.109375,90626.109375,90388.234375,90466.6953125,0,0.0
01.01.2025 04:00:00.000,90466.6953125,90466.6953125,90199.40625,90199.40625,0,0.0
01.01.2025 05:00:00.000,90199.40625,90489.953125,90199.40625,90411.2734375,0,0.0
01.01.2025 06:00:00.000,90411.2734375,90411.2734375,90220.0859375,90388.484375,0,0.0
01.01.2025 07:00:00.000,90388.484375,90422.0703125,90304.9375,90329.6015625,0,0.0
01.01.2025 08:00:00.000,90329.6015625,90383.96875,90036.3984375,90100.71875,0,0.0
01.01.2025 09:00:00.000,90100.71875,90138.484375,89693.7734375,90062.609375,326639616,0.0
01.01.2025 10:00:00.000,90062.609375,90169.484375,89960.78125,89966.625,0,0.0
01.01.2025 11:00:00.000,89989.203125,90309.703125,89871.609375,90111.2578125,0,0.0
01.01.2025 12:00:00.000,90096.484375,90525.2421875,90077.71875,90446.046875,0,0.0
01.01.2025 13:00:00.000,90442.453125,90614.4921875,90276.609375,90614.4921875,0,0.0
01.01.2025 14:00:00.000,90649.328125,91039.09375,90352.515625,90785.0546875,0,0.0
01.01.2025 15:00:00.000,90759.71875,91025.3125,90490.765625,91025.3125,0,0.0
01.01.2025 16:00:00.000,91026.3984375,91031.4296875,90377.3515625,90709.515625,0,0.0
01.01.2025 17:00:00.000,90743.4140625,90779.5546875,90311.078125,90739.1875,0,0.0
01.01.2025 18:00:00.000,90761.1796875,90938.5234375,90571.2890625,90938.5234375,0,0.0
01.01.2025 19:00:00.000,90930.9765625,91390.0078125,90750.5625,91234.8046875,0,0.0
01.01.2025 20:00:00.000,91233.125,91447.0703125,91233.125,91404.4765625,0,0.0
01.01.2025 21:00:00.000,91404.9453125,91670.1328125,91263.5,91488.515625,62734336,0.0
01.01.2025 22:00:00.000,91479.15625,91484.9609375,91275.2578125,91354.296875,146503680,0.0
01.01.2025 23:00:00.000,91357.7265625,91467.5078125,91180.375,91232.9140625,0,0.0
02.01.2025 00:00:00.000,91190.8203125,91888.9453125,91096.7265625,91655.4140625,1113784320,0.0
02.01.2025 01:00:00.000,91673.203125,92083.75,91374.0,91413.34375,667746304,0.0
02.01.2025 02:00:00.000,91406.796875,91629.203125,91348.6796875,91629.203125,867512320,0.0
02.01.2025 03:00:00.000,91682.1484375,91682.1484375,91350.0078125,91435.4375,86376448,0.0
02.01.2025 04:00:00.000,91552.265625,92427.9921875,91434.8046875,92115.4453125,1043380224,0.0
02.01.2025 05:00:00.000,92112.2421875,92259.4296875,91868.390625,92080.6328125,617709568,0.0
02.01.2025 06:00:00.000,92094.6640625,92156.84375,91936.625,92063.75,570679296,0.0
02.01.2025 07:00:00.000,92080.3125,92337.7578125,92029.71875,92323.3046875,510763008,0.0
02.01.2025 08:00:00.000,92338.5,92708.59375,92301.75,92652.015625,870047744,0.0
02.01.2025 09:00:00.000,92639.2421875,93345.8515625,92554.953125,93345.8515625,665597952,0.0
02.01.2025 10:00:00.000,93321.9921875,93653.3828125,93188.0234375,93653.3828125,957102080,0.0
02.01.2025 11:00:00.000,93637.2578125,93682.296875,93347.2265625,93530.5625,341514240,0.0
02.01.2025 12:00:00.000,93518.984375,93791.5390625,93446.9921875,93787.8984375,401997824,0.0
02.01.2025 13:00:00.000,93775.6875,93824.6640625,93501.2265625,93619.6171875,471898112,0.0
02.01.2025 14:00:00.000,93632.078125,93708.75,93553.2734375,93708.75,31297536,0.0
02.01.2025 15:00:00.000,93639.578125,93822.3828125,93398.3984375,93771.328125,5862789120,0.0
02.01.2025 16:00:00.000,93807.1640625,95178.1875,93698.7890625,94668.1640625,2215690240,0.0
02.01.2025 17:00:00.000,94690.4921875,94954.6171875,93818.921875,94037.4140625,1649840128,0.0
02.01.2025 18:00:00.000,94138.46875,94797.4375,93938.9765625,94797.4375,1418547200,0.0
02.01.2025 19:00:00.000,94797.6328125,95211.296875,94707.09375,94873.546875,696147968,0.0
02.01.2025 20:00:00.000,94841.8515625,95267.2734375,94797.234375,94798.4921875,611151872,0.0
02.01.2025 21:00:00.000,94752.4375,94752.4375,94455.46875,94592.4296875,0,0.0
02.01.2025 22:00:00.000,94597.765625,94645.6484375,94173.7734375,94335.4921875,0,0.0
02.01.2025 23:00:00.000,94317.5,94442.3515625,94195.5234375,94351.2578125,0,0.0
03.01.2025 00:00:00.000,94362.046875,94431.296875,94178.296875,94190.7734375,0,0.0
03.01.2025 01:00:00.000,94172.484375,94385.484375,94026.5859375,94372.4765625,0,0.0
03.01.2025 02:00:00.000,94360.71875,94654.0234375,94223.0078125,94357.3203125,0,0.0
03.01.2025 03:00:00.000,94319.984375,94437.125,94244.1171875,94392.703125,0,0.0
03.01.2025 04:00:00.000,94406.125,94418.828125,94179.140625,94187.953125,0,0.0
03.01.2025 05:00:00.000,94189.5,94242.8671875,93990.5859375,94116.1171875,0,0.0
03.01.2025 06:00:00.000,94110.7109375,94249.0703125,93873.8046875,93886.65625,0,0.0
03.01.2025 07:00:00.000,93875.5,93973.3359375,93609.8828125,93634.203125,137089024,0.0
03.01.2025 08:00:00.000,93621.546875,93777.8203125,93409.796875,93409.796875,0,0.0
03.01.2025 09:00:00.000,93420.1484375,93870.140625,93388.6171875,93808.8984375,0,0.0
03.01.2025 10:00:00.000,93806.875,93889.40625,93665.6640625,93785.359375,0,0.0
03.01.2025 11:00:00.000,93785.9609375,93964.3671875,93708.515625,93912.15625,0,0.0
03.01.2025 12:00:00.000,93928.546875,94044.8515625,93819.1640625,93819.1640625,0,0.0
03.01.2025 13:00:00.000,93826.6328125,93935.140625,93664.75,93746.6484375,0,0.0
03.01.2025 14:00:00.000,93720.8359375,94494.2265625,93703.9765625,94075.859375,0,0.0
03.01.2025 15:00:00.000,94152.8515625,94822.5703125,94038.4375,94748.9609375,0,0.0
03.01.2025 16:00:00.000,94788.4609375,95516.0,94650.0625,95005.0625,120266752,0.0
03.01.2025 17:00:00.000,95047.9921875,95310.7265625,94996.328125,95133.1953125,0,0.0
03.01.2025 18:00:00.000,95147.234375,95781.1328125,95147.234375,95537.9375,0,0.0
03.01.2025 19:00:00.000,95621.0625,96023.609375,95621.0625,95643.2109375,172617728,0.0
03.01.2025 20:00:00.000,95686.9453125,95803.6484375,95397.984375,95428.5625,10571776,0.0
03.01.2025 21:00:00.000,95394.4296875,95457.1953125,95243.0859375,95325.0546875,162902016,0.0
03.01.2025 22:00:00.000,95296.1015625,95480.1875,95272.3125,95290.3203125,0,0.0
03.01.2025 23:00:00.000,95265.609375,95342.7265625,95055.8828125,95103.1640625,0,0.0
04.01.2025 00:00:00.000,95143.015625,95240.6171875,94931.59375,94953.78125,584708096,0.0
04.01.2025 01:00:00.000,94948.5625,95063.1328125,94848.84375,95056.9296875,341065728,0.0
04.01.2025 02:00:00.000,95032.0078125,95255.109375,94856.234375,95242.421875,0,0.0
04.01.2025 03:00:00.000,95245.0546875,95287.7890625,95046.8515625,95220.9765625,0,0.0
04.01.2025 04:00:00.000,95221.5859375,95221.5859375,94896.3515625,94972.4921875,0,0.0
04.01.2025 05:00:00.000,94990.453125,95178.90625,94990.453125,95125.0390625,0,0.0
04.01.2025 06:00:00.000,95126.4140625,95173.3046875,95039.7109375,95118.40625,0,0.0
04.01.2025 07:00:00.000,95114.5234375,95304.5234375,95094.2265625,95251.171875,0,0.0
04.01.2025 08:00:00.000,95243.046875,95279.90625,94965.0234375,94969.84375,0,0.0
04.01.2025 09:00:00.000,94926.59375,95003.3203125,94658.2421875,94716.6796875,0,0.0
04.01.2025 10:00:00.000,94703.53125,94862.921875,94663.625,94808.4453125,0,0.0
04.01.2025 11:00:00.000,94807.7734375,94920.421875,94753.2421875,94893.15625,0,0.0
04.01.2025 12:00:00.000,94923.15625,95001.71875,94818.3984375,94899.4921875,0,0.0
04.01.2025 13:00:00.000,94899.4921875,95084.28125,94791.234375,95002.15625,0,0.0
04.01.2025 14:00:00.000,95015.75,95109.484375,94869.734375,95064.6171875,0,0.0
04.01.2025 15:00:00.000,95074.9453125,95164.71875,94639.7578125,94720.2265625,0,0.0
04.01.2025 16:00:00.000,94709.2890625,94877.6796875,94635.0625,94746.8125,0,0.0
04.01.2025 17:00:00.000,94738.9609375,95068.4921875,94732.9609375,95068.4921875,0,0.0
04.01.2025 18:00:00.000,95047.1484375,95140.2578125,94956.5390625,94979.265625,0,0.0
04.01.2025 19:00:00.000,94989.703125,95352.2265625,94983.7109375,95220.578125,0,0.0
04.01.2025 20:00:00.000,95196.2109375,95614.1875,95196.2109375,95608.75,0,0.0
04.01.2025 21:00:00.000,95608.75,95742.859375,95364.6953125,95370.734375,0,0.0
04.01.2025 22:00:00.000,95376.984375,95501.625,95287.890625,95472.5703125,0,0.0
04.01.2025 23:00:00.000,95434.2890625,95434.2890625,95196.6484375,95302.8984375,0,0.0
05.01.2025 00:00:00.000,95269.109375,95368.3984375,95184.6640625,95254.71875,0,0.0
05.01.2025 01:00:00.000,95249.6328125,95342.375,95067.078125,95139.921875,0,0.0
05.01.2025 02:00:00.000,95139.921875,95224.5078125,95139.921875,95219.9453125,0,0.0
05.01.2025 03:00:00.000,95241.6796875,95244.015625,95105.625,95169.765625,0,0.0
05.01.2025 04:00:00.000,95179.15625,95501.0234375,95179.15625,95362.2265625,0,0.0
05.01.2025 05:00:00.000,95360.6328125,95441.2421875,95308.9140625,95368.5234375,0,0.0
05.01.2025 06:00:00.000,95367.421875,95481.234375,95315.96875,95471.3359375,0,0.0
05.01.2025 07:00:00.000,95460.40625,95467.5078125,95297.078125,95301.421875,0,0.0
05.01.2025 08:00:00.000,95304.203125,95304.203125,94852.9765625,94872.9453125,315908096,0.0
05.01.2025 09:00:00.000,94871.015625,94954.6796875,94724.8828125,94724.8828125,0,0.0
05.01.2025 10:00:00.000,94684.6953125,94762.359375,94620.40625,94751.953125,29702144,0.0
05.01.2025 11:00:00.000,94751.953125,94837.3515625,94655.40625,94678.9140625,0,0.0
05.01.2025 12:00:00.000,94666.703125,94923.1015625,94627.546875,94853.015625,0,0.0
05.01.2025 13:00:00.000,94830.28125,95021.984375,94757.0625,94757.0625,0,0.0
05.01.2025 14:00:00.000,94747.40625,94929.9296875,94388.84375,94880.1796875,665298944,0.0
05.01.2025 15:00:00.000,94880.125,95211.53125,94777.0390625,95077.75,0,0.0
05.01.2025 16:00:00.000,95077.75,95310.78125,95011.4375,95077.625,0,0.0
05.01.2025 17:00:00.000,95077.625,95103.6484375,94769.40625,94771.5625,158726144,0.0
05.01.2025 18:00:00.000,94789.21875,95011.40625,94679.421875,95011.40625,121954304,0.0
05.01.2025 19:00:00.000,95002.8515625,95165.7890625,94958.9140625,95136.21875,0,0.0
05.01.2025 20:00:00.000,95183.3515625,95615.609375,95098.1953125,95295.6015625,245200896,0.0
05.01.2025 21:00:00.000,95344.78125,95598.8203125,95313.7578125,95597.7109375,0,0.0
05.01.2025 22:00:00.000,95587.03125,95797.0390625,95438.546875,95784.703125,158636032,0.0
05.01.2025 23:00:00.000,95780.9140625,95890.703125,95410.1875,95410.1875,419289088,0.0
06.01.2025 00:00:00.000,95444.9609375,95733.8515625,95320.7265625,95326.7421875,567478272,0.0
06.01.2025 01:00:00.000,95329.9140625,95708.8984375,95008.46875,95665.453125,591915008,0.0
06.01.2025 02:00:00.000,95728.9765625,96191.59375,95706.0078125,95751.6640625,2294462464,0.0
06.01.2025 03:00:00.000,95760.9453125,96134.1328125,95732.046875,95973.5234375,691408896,0.0
06.01.2025 04:00:00.000,96094.3203125,96397.65625,96094.3203125,96397.65625,551456768,0.0
06.01.2025 05:00:00.000,96382.2265625,96807.7109375,96360.0234375,96608.921875,1190430720,0.0
06.01.2025 06:00:00.000,96583.7265625,96676.390625,96436.59375,96523.96875,941094912,0.0
06.01.2025 07:00:00.000,96468.40625,96468.40625,96131.890625,96148.21875,838520832,0.0
06.01.2025 08:00:00.000,96140.8671875,96331.1328125,95719.21875,95719.21875,147220480,0.0
06.01.2025 09:00:00.000,95714.2265625,95773.3359375,95570.75,95607.296875,388780032,0.0
06.01.2025 10:00:00.000,95587.890625,95654.4140625,95452.453125,95503.5234375,300607488,0.0
06.01.2025 11:00:00.000,95550.671875,95624.1640625,95103.5546875,95218.9296875,611284992,0.0
06.01.2025 12:00:00.000,95203.84375,95779.796875,95203.84375,95232.4296875,593311744,0.0
06.01.2025 13:00:00.000,95213.7109375,95564.453125,94866.953125,95520.140625,871262208,0.0
06.01.2025 14:00:00.000,95497.09375,97216.3828125,95221.21875,97216.3828125,3043606528,0.0
06.01.2025 15:00:00.000,97105.3046875,98580.4765625,96820.484375,98307.1328125,6014005248,0.0
06.01.2025 16:00:00.000,98265.765625,98578.140625,97923.6953125,98255.0390625,3085287424,0.0
06.01.2025 17:00:00.000,98273.25,98286.078125,97669.75,97944.4609375,2298744832,0.0
06.01.2025 18:00:00.000,98033.2734375,98287.078125,97901.4296875,98115.0390625,1380941824,0.0
06.01.2025 19:00:00.000,98136.1953125,98253.046875,97993.671875,98065.3671875,957820928,0.0
06.01.2025 20:00:00.000,98140.2890625,98484.7109375,98140.2890625,98286.4453125,1089204224,0.0
06.01.2025 21:00:00.000,98437.28125,98549.5234375,97827.6953125,97827.6953125,1319321600,0.0
06.01.2025 22:00:00.000,97850.7578125,98252.234375,97850.7578125,98252.234375,194531328,0.0
06.01.2025 23:00:00.000,98244.7734375,98486.0859375,98153.4921875,98437.53125,0,0.0
07.01.2025 00:00:00.000,98492.1015625,98922.1953125,98283.8515625,98283.8515625,660070400,0.0
07.01.2025 01:00:00.000,98305.1328125,98313.2890625,98037.1328125,98193.609375,15732736,0.0
07.01.2025 02:00:00.000,98205.0390625,98271.3828125,97972.8671875,97987.9296875,0,0.0
07.01.2025 03:00:00.000,97978.109375,98061.9921875,97776.3984375,97897.2578125,0,0.0
07.01.2025 04:00:00.000,97896.1953125,98067.2265625,97896.1953125,97902.421875,0,0.0
07.01.2025 05:00:00.000,97869.2890625,97941.015625,97717.7890625,97865.5859375,0,0.0
07.01.2025 06:00:00.000,97867.9453125,97987.09375,97738.8671875,97931.171875,0,0.0
07.01.2025 07:00:00.000,97907.484375,98077.46875,97613.125,97613.125,0,0.0
07.01.2025 08:00:00.000,97637.015625,97903.703125,97591.078125,97781.6796875,0,0.0
07.01.2025 09:00:00.000,97747.125,97747.125,97471.4765625,97570.3828125,0,0.0
07.01.2025 10:00:00.000,97570.3828125,97570.3828125,97180.703125,97273.9296875,220786688,0.0
07.01.2025 11:00:00.000,97246.9609375,97391.296875,96538.578125,96855.296875,849600512,0.0
07.01.2025 12:00:00.000,96887.9453125,97101.7109375,96723.59375,96961.4296875,570318848,0.0
07.01.2025 13:00:00.000,96975.4296875,97030.0078125,96774.6953125,96871.546875,0,0.0
07.01.2025 14:00:00.000,96802.9609375,97014.125,96153.3046875,96153.3046875,0,0.0
07.01.2025 15:00:00.000,96189.9765625,96290.796875,94089.1328125,94425.28125,4439244800,0.0
07.01.2025 16:00:00.000,94223.8515625,94704.9296875,94190.0,94365.4921875,665456640,0.0
07.01.2025 17:00:00.000,94227.9609375,94234.8828125,93529.4140625,93819.3359375,726462464,0.0
07.01.2025 18:00:00.000,93794.2265625,94049.0,93318.625,93409.671875,1104965632,0.0
07.01.2025 19:00:00.000,93413.390625,93815.953125,93032.546875,93194.0703125,1096417280,0.0
07.01.2025 20:00:00.000,93105.203125,93453.8046875,92931.3515625,93218.0625,1130450944,0.0
07.01.2025 21:00:00.000,93227.25,93805.84375,93227.25,93435.109375,300650496,0.0
07.01.2025 22:00:00.000,93321.8046875,93944.4375,93237.4140625,93875.9921875,732647424,0.0
07.01.2025 23:00:00.000,93924.140625,93928.140625,93637.7421875,93694.75,610738176,0.0
08.01.2025 00:00:00.000,93737.6640625,93963.75,93489.6171875,93963.75,0,0.0
08.01.2025 01:00:00.000,93993.796875,93993.796875,93334.109375,93554.453125,142897152,0.0
08.01.2025 02:00:00.000,93582.1640625,93803.8828125,93477.6953125,93603.71875,533340160,0.0
08.01.2025 03:00:00.000,93555.8515625,93563.6015625,92999.8671875,93231.875,1128927232,0.0
08.01.2025 04:00:00.000,93265.5546875,93309.5390625,92875.3203125,92988.796875,1327378432,0.0
08.01.2025 05:00:00.000,92984.6640625,93299.5390625,92857.5234375,93181.5,679182336,0.0
08.01.2025 06:00:00.000,93175.8125,93260.3203125,92051.5625,92068.9375,1591435264,0.0
08.01.2025 07:00:00.000,92028.9375,92638.5546875,92028.9375,92633.671875,1735323648,0.0
08.01.2025 08:00:00.000,92568.1328125,93070.3203125,92489.6640625,93032.609375,818020352,0.0
08.01.2025 09:00:00.000,92978.1640625,93056.3515625,92594.6484375,92594.6484375,86458368,0.0
08.01.2025 10:00:00.000,92468.1640625,92951.6875,92468.1640625,92951.6875,151867392,0.0
08.01.2025 11:00:00.000,92966.6171875,93039.5,92045.1171875,92433.2421875,532332544,0.0
08.01.2025 12:00:00.000,92350.8046875,92594.6796875,92206.1875,92248.8671875,711495680,0.0
08.01.2025 13:00:00.000,92186.6875,92865.5703125,92186.6875,92556.4921875,1202999296,0.0
08.01.2025 14:00:00.000,92575.59375,93036.8203125,92311.5625,92474.953125,766791680,0.0
08.01.2025 15:00:00.000,92548.359375,93049.421875,91941.9296875,92559.5078125,0,0.0
08.01.2025 16:00:00.000,92567.6640625,92676.3671875,91684.6640625,91859.90625,0,0.0
08.01.2025 17:00:00.000,91880.4375,91921.140625,90093.4296875,91144.0234375,2680672256,0.0
08.01.2025 18:00:00.000,91238.4140625,92111.9140625,90999.5,91286.1328125,870768640,0.0
08.01.2025 19:00:00.000,91351.0625,91851.1484375,91268.9375,91424.953125,245825536,0.0
08.01.2025 20:00:00.000,91395.2421875,91531.6484375,90960.2265625,91054.2734375,0,0.0
08.01.2025 21:00:00.000,91094.84375,91581.4453125,90830.1875,91567.8203125,0,0.0
08.01.2025 22:00:00.000,91547.4765625,92292.0625,91547.4765625,92292.0625,145338368,0.0
08.01.2025 23:00:00.000,92299.9453125,92299.9453125,92004.8828125,92132.78125,0,0.0
09.01.2025 00:00:00.000,92153.671875,92208.140625,91951.6875,92208.140625,0,0.0
09.01.2025 01:00:00.000,92217.3671875,92385.4453125,92074.296875,92074.296875,0,0.0
09.01.2025 02:00:00.000,92058.1015625,92084.5859375,90745.8046875,91745.75,2346045440,0.0
09.01.2025 03:00:00.000,91831.3828125,91831.3828125,91187.0,91189.9140625,0,0.0
09.01.2025 04:00:00.000,91155.9765625,91608.9296875,90977.4453125,91605.25,0,0.0
09.01.2025 05:00:00.000,91544.3515625,91663.78125,91404.96875,91624.71875,0,0.0
09.01.2025 06:00:00.000,91611.84375,91772.6484375,91293.8671875,91322.671875,0,0.0
09.01.2025 07:00:00.000,91313.6796875,91481.7109375,90552.265625,90594.6484375,0,0.0
09.01.2025 08:00:00.000,90572.8984375,90604.9140625,90111.46875,90189.8046875,1400545280,0.0
09.01.2025 09:00:00.000,90169.421875,90810.625,90169.421875,90702.859375,680460288,0.0
09.01.2025 10:00:00.000,90725.125,90825.5078125,90222.703125,90664.8046875,192585728,0.0
09.01.2025 11:00:00.000,90643.203125,90997.6328125,90579.0078125,90689.5234375,0,0.0
09.01.2025 12:00:00.000,90682.734375,90907.1484375,90466.5390625,90597.09375,0,0.0
09.01.2025 13:00:00.000,90597.5546875,90686.5,89175.25,89175.25,1228349440,0.0
09.01.2025 14:00:00.000,89146.1171875,90049.359375,89056.21875,90049.359375,442220544,0.0
09.01.2025 15:00:00.000,90056.6953125,91633.25,89912.8671875,91527.7265625,0,0.0
09.01.2025 16:00:00.000,91511.359375,91817.7734375,91164.1953125,91510.234375,10817536,0.0
09.01.2025 17:00:00.000,91471.328125,91496.2421875,89697.2578125,90113.8828125,0,0.0
09.01.2025 18:00:00.000,90116.125,90424.28125,89772.9375,90359.6953125,0,0.0
09.01.2025 19:00:00.000,90303.890625,90556.5859375,89375.75,89375.75,0,0.0
09.01.2025 20:00:00.000,89272.09375,89520.9140625,88564.3046875,89422.90625,2839937024,0.0
09.01.2025 21:00:00.000,89379.28125,89736.3125,89226.4921875,89439.59375,622145536,0.0
09.01.2025 22:00:00.000,89387.984375,89979.8828125,89017.5625,89807.078125,735682560,0.0
09.01.2025 23:00:00.000,89750.0703125,89925.4140625,89447.140625,89814.3984375,666722304,0.0
10.01.2025 00:00:00.000,89864.203125,90165.6171875,89856.2109375,90107.3203125,464482304,0.0
10.01.2025 01:00:00.000,90085.8203125,90373.7421875,89936.09375,90373.7421875,268017664,0.0
10.01.2025 02:00:00.000,90382.0703125,90862.1015625,90333.65625,90646.5390625,0,0.0
10.01.2025 03:00:00.000,90643.1015625,90976.7421875,90630.0234375,90976.7421875,0,0.0
10.01.2025 04:00:00.000,90985.5390625,91138.234375,90830.9296875,91114.71875,0,0.0
10.01.2025 05:00:00.000,91103.4296875,91505.8828125,90986.421875,91324.453125,661331968,0.0
10.01.2025 06:00:00.000,91342.0,91688.6953125,91166.0078125,91681.8828125,388399104,0.0
10.01.2025 07:00:00.000,91683.484375,92247.0,91466.1484375,91771.640625,102940672,0.0
10.01.2025 08:00:00.000,91761.15625,92010.5703125,91666.7890625,91898.515625,0,0.0
10.01.2025 09:00:00.000,91909.59375,92166.59375,91835.4765625,92035.640625,0,0.0
10.01.2025 10:00:00.000,92034.40625,92418.9921875,91992.8515625,92418.9921875,0,0.0
10.01.2025 11:00:00.000,92433.2890625,92433.2890625,91940.3125,92257.3203125,0,0.0
10.01.2025 12:00:00.000,92263.3125,92321.8359375,91913.859375,92205.328125,0,0.0
10.01.2025 13:00:00.000,92195.4453125,92562.46875,90756.7421875,91291.7265625,1560129536,0.0
10.01.2025 14:00:00.000,91279.1796875,92047.7109375,91197.640625,91793.96875,1418326016,0.0
10.01.2025 15:00:00.000,91777.21875,92137.2890625,90074.921875,91435.5234375,2506387456,0.0
10.01.2025 16:00:00.000,91436.0859375,91825.4609375,91074.5546875,91456.3359375,1273827328,0.0
10.01.2025 17:00:00.000,91465.421875,93367.171875,91128.3984375,93367.171875,1026330624,0.0
